DRUG_ID,ICD,DRUG_DESC,ICD_NAME
51272,303.90,quetiapine,Other and unspecified alcohol dependence; unspecified drinking behavior
7407,303.90,Nicotine,Other and unspecified alcohol dependence; unspecified drinking behavior
596,304,Alprazolam,Drug dependence
81998,304,Diethylpropion Hydrochloride,Drug dependence
7676,304,Opium,Drug dependence
9603,304,Scopolamine Hydrobromide,Drug dependence
3628,304,Dopamine,Drug dependence
352364,304,Buprenorphine / Naloxone,Drug dependence
82010,304,Dopamine Hydrochloride,Drug dependence
3389,304,Diethylpropion,Drug dependence
1819,304,Buprenorphine,Drug dependence
5032,304,Guaifenesin,Drug dependence
153970,304,Hyoscyamine,Drug dependence
3444,304,Dimenhydrinate,Drug dependence
8076,304,Perphenazine,Drug dependence
9601,304,Scopolamine,Drug dependence
218337,304.0,Methadone Hydrochloride,Opioid type dependence
10689,304.0,Tramadol,Opioid type dependence
71722,304.0,Docusate Sodium,Opioid type dependence
352364,304.0,Buprenorphine / Naloxone,Opioid type dependence
105069,304.0,Naltrexone hydrochloride,Opioid type dependence
23088,304.0,dihydrocodeine,Opioid type dependence
7676,304.0,Opium,Opioid type dependence
82001,304.0,Docusate Calcium,Opioid type dependence
104966,304.0,dihydrocodeine bitartrate,Opioid type dependence
1819,304.0,Buprenorphine,Opioid type dependence
7242,304.0,Naloxone,Opioid type dependence
862460,304.0,casein allergenic extract,Opioid type dependence
7243,304.0,Naltrexone,Opioid type dependence
6813,304.0,Methadone,Opioid type dependence
8766,304.0,periciazine,Opioid type dependence
6814,304.0,Methadyl Acetate,Opioid type dependence
82003,304.0,Docusate,Opioid type dependence
8001,304.0,Pentazocine,Opioid type dependence
6218,304.0,Lactulose,Opioid type dependence
82110,304.0,tramadol hydrochloride,Opioid type dependence
1043,304.0,Apomorphine,Opioid type dependence
82002,304.0,docusate potassium,Opioid type dependence
105069,304.00,Naltrexone hydrochloride,Opioid type dependence unspecified use
1819,304.00,Buprenorphine,Opioid type dependence unspecified use
5509,304.00,hydroquinone,Opioid type dependence unspecified use
7676,304.00,Opium,Opioid type dependence unspecified use
218337,304.00,Methadone Hydrochloride,Opioid type dependence unspecified use
6218,304.00,Lactulose,Opioid type dependence unspecified use
8001,304.00,Pentazocine,Opioid type dependence unspecified use
6130,304.00,Ketamine,Opioid type dependence unspecified use
104966,304.00,dihydrocodeine bitartrate,Opioid type dependence unspecified use
82001,304.00,Docusate Calcium,Opioid type dependence unspecified use
862460,304.00,casein allergenic extract,Opioid type dependence unspecified use
2653,304.00,Cocaine,Opioid type dependence unspecified use
8766,304.00,periciazine,Opioid type dependence unspecified use
71722,304.00,Docusate Sodium,Opioid type dependence unspecified use
6813,304.00,Methadone,Opioid type dependence unspecified use
6814,304.00,Methadyl Acetate,Opioid type dependence unspecified use
82002,304.00,docusate potassium,Opioid type dependence unspecified use
82003,304.00,Docusate,Opioid type dependence unspecified use
7242,304.00,Naloxone,Opioid type dependence unspecified use
82110,304.00,tramadol hydrochloride,Opioid type dependence unspecified use
7243,304.00,Naltrexone,Opioid type dependence unspecified use
352364,304.00,Buprenorphine / Naloxone,Opioid type dependence unspecified use
1043,304.00,Apomorphine,Opioid type dependence unspecified use
23088,304.00,dihydrocodeine,Opioid type dependence unspecified use
10689,304.00,Tramadol,Opioid type dependence unspecified use
2598,304.10,Clonazepam,Barbiturate and similarly acting sedative or hypnotic dependence; unspecified use
3322,304.10,Diazepam,Barbiturate and similarly acting sedative or hypnotic dependence; unspecified use
6901,304.2,Methylphenidate,Cocaine dependence
3247,304.2,Desipramine,Cocaine dependence
997602,304.2,Citicoline,Cocaine dependence
203188,304.2,Methylphenidate Hydrochloride,Cocaine dependence
7243,304.2,Naltrexone,Cocaine dependence
38404,304.2,topiramate,Cocaine dependence
105069,304.2,Naltrexone hydrochloride,Cocaine dependence
203199,304.2,Protriptyline Hydrochloride,Cocaine dependence
14851,304.2,Vigabatrin,Cocaine dependence
2193,304.2,Ceftriaxone,Cocaine dependence
8886,304.2,Protriptyline,Cocaine dependence
3554,304.2,Disulfiram,Cocaine dependence
2193,304.20,Ceftriaxone,Cocaine dependence; unspecified use
8886,304.20,Protriptyline,Cocaine dependence; unspecified use
6901,304.20,Methylphenidate,Cocaine dependence; unspecified use
203199,304.20,Protriptyline Hydrochloride,Cocaine dependence; unspecified use
997602,304.20,Citicoline,Cocaine dependence; unspecified use
7243,304.20,Naltrexone,Cocaine dependence; unspecified use
14851,304.20,Vigabatrin,Cocaine dependence; unspecified use
105069,304.20,Naltrexone hydrochloride,Cocaine dependence; unspecified use
38404,304.20,topiramate,Cocaine dependence; unspecified use
203188,304.20,Methylphenidate Hydrochloride,Cocaine dependence; unspecified use
3247,304.20,Desipramine,Cocaine dependence; unspecified use
3554,304.20,Disulfiram,Cocaine dependence; unspecified use
203188,304.40,Methylphenidate Hydrochloride,Amphetamine and other psychostimulant dependence; unspecified use
14851,304.40,Vigabatrin,Amphetamine and other psychostimulant dependence; unspecified use
6901,304.40,Methylphenidate,Amphetamine and other psychostimulant dependence; unspecified use
153970,304.60,Hyoscyamine,Other specified drug dependence; unspecified use
596,304.60,Alprazolam,Other specified drug dependence; unspecified use
1819,304.60,Buprenorphine,Other specified drug dependence; unspecified use
9603,304.60,Scopolamine Hydrobromide,Other specified drug dependence; unspecified use
8076,304.60,Perphenazine,Other specified drug dependence; unspecified use
5032,304.60,Guaifenesin,Other specified drug dependence; unspecified use
82010,304.60,Dopamine Hydrochloride,Other specified drug dependence; unspecified use
9601,304.60,Scopolamine,Other specified drug dependence; unspecified use
81998,304.60,Diethylpropion Hydrochloride,Other specified drug dependence; unspecified use
3389,304.60,Diethylpropion,Other specified drug dependence; unspecified use
3444,304.60,Dimenhydrinate,Other specified drug dependence; unspecified use
352364,304.60,Buprenorphine / Naloxone,Other specified drug dependence; unspecified use
7676,304.60,Opium,Other specified drug dependence; unspecified use
3628,304.60,Dopamine,Other specified drug dependence; unspecified use
596,304.9,Alprazolam,Unspecified drug dependence
82010,304.9,Dopamine Hydrochloride,Unspecified drug dependence
7676,304.9,Opium,Unspecified drug dependence
81998,304.9,Diethylpropion Hydrochloride,Unspecified drug dependence
9601,304.9,Scopolamine,Unspecified drug dependence
9603,304.9,Scopolamine Hydrobromide,Unspecified drug dependence
3444,304.9,Dimenhydrinate,Unspecified drug dependence
3389,304.9,Diethylpropion,Unspecified drug dependence
1819,304.9,Buprenorphine,Unspecified drug dependence
352364,304.9,Buprenorphine / Naloxone,Unspecified drug dependence
8076,304.9,Perphenazine,Unspecified drug dependence
5032,304.9,Guaifenesin,Unspecified drug dependence
153970,304.9,Hyoscyamine,Unspecified drug dependence
3628,304.9,Dopamine,Unspecified drug dependence
7676,304.90,Opium,Unspecified drug dependence; unspecified use
6816,304.90,Methamphetamine,Unspecified drug dependence; unspecified use
8076,304.90,Perphenazine,Unspecified drug dependence; unspecified use
82010,304.90,Dopamine Hydrochloride,Unspecified drug dependence; unspecified use
6813,304.90,Methadone,Unspecified drug dependence; unspecified use
10402,304.90,Tetrahydrocannabinol,Unspecified drug dependence; unspecified use
6378,304.90,Levorphanol,Unspecified drug dependence; unspecified use
26225,304.90,Ondansetron,Unspecified drug dependence; unspecified use
28815,304.90,lithium orotate,Unspecified drug dependence; unspecified use
23088,304.90,dihydrocodeine,Unspecified drug dependence; unspecified use
352364,304.90,Buprenorphine / Naloxone,Unspecified drug dependence; unspecified use
235751,304.90,Morphine hydrochloride,Unspecified drug dependence; unspecified use
7779,304.90,Oxandrolone,Unspecified drug dependence; unspecified use
285228,304.90,Kava preparation,Unspecified drug dependence; unspecified use
82038,304.90,Loperamide Hydrochloride,Unspecified drug dependence; unspecified use
3444,304.90,Dimenhydrinate,Unspecified drug dependence; unspecified use
4903,304.90,Glutethimide,Unspecified drug dependence; unspecified use
218337,304.90,Methadone Hydrochloride,Unspecified drug dependence; unspecified use
153970,304.90,Hyoscyamine,Unspecified drug dependence; unspecified use
352372,304.90,dexmethylphenidate,Unspecified drug dependence; unspecified use
5489,304.90,Hydrocodone,Unspecified drug dependence; unspecified use
8133,304.90,Phenmetrazine,Unspecified drug dependence; unspecified use
3389,304.90,Diethylpropion,Unspecified drug dependence; unspecified use
7052,304.90,Morphine,Unspecified drug dependence; unspecified use
103755,304.90,Meperidine Hydrochloride,Unspecified drug dependence; unspecified use
2653,304.90,Cocaine,Unspecified drug dependence; unspecified use
10800,304.90,Trifluoperazine,Unspecified drug dependence; unspecified use
82005,304.90,Diphenoxylate Hydrochloride,Unspecified drug dependence; unspecified use
4337,304.90,Fentanyl,Unspecified drug dependence; unspecified use
6468,304.90,Loperamide,Unspecified drug dependence; unspecified use
30236,304.90,Morphine Sulfate,Unspecified drug dependence; unspecified use
38404,304.90,topiramate,Unspecified drug dependence; unspecified use
203177,304.90,Hydromorphone Hydrochloride,Unspecified drug dependence; unspecified use
6754,304.90,Meperidine,Unspecified drug dependence; unspecified use
82044,304.90,Methamphetamine Hydrochloride,Unspecified drug dependence; unspecified use
6448,304.90,Lithium,Unspecified drug dependence; unspecified use
9603,304.90,Scopolamine Hydrobromide,Unspecified drug dependence; unspecified use
31479,304.90,nalmefene,Unspecified drug dependence; unspecified use
105069,304.90,Naltrexone hydrochloride,Unspecified drug dependence; unspecified use
203188,304.90,Methylphenidate Hydrochloride,Unspecified drug dependence; unspecified use
142439,304.90,Hydrocodone Bitartrate,Unspecified drug dependence; unspecified use
7242,304.90,Naloxone,Unspecified drug dependence; unspecified use
5640,304.90,Ibuprofen,Unspecified drug dependence; unspecified use
3423,304.90,Hydromorphone,Unspecified drug dependence; unspecified use
6901,304.90,Methylphenidate,Unspecified drug dependence; unspecified use
5032,304.90,Guaifenesin,Unspecified drug dependence; unspecified use
2101,304.90,Carisoprodol,Unspecified drug dependence; unspecified use
1819,304.90,Buprenorphine,Unspecified drug dependence; unspecified use
353105,304.90,dexmethylphenidate hydrochloride,Unspecified drug dependence; unspecified use
596,304.90,Alprazolam,Unspecified drug dependence; unspecified use
81998,304.90,Diethylpropion Hydrochloride,Unspecified drug dependence; unspecified use
40001,304.90,zopiclone,Unspecified drug dependence; unspecified use
3628,304.90,Dopamine,Unspecified drug dependence; unspecified use
787390,304.90,tapentadol,Unspecified drug dependence; unspecified use
9601,304.90,Scopolamine,Unspecified drug dependence; unspecified use
591622,304.90,varenicline,Unspecified drug dependence; unspecified use
7243,304.90,Naltrexone,Unspecified drug dependence; unspecified use
104966,304.90,dihydrocodeine bitartrate,Unspecified drug dependence; unspecified use
3500,304.90,Diphenoxylate,Unspecified drug dependence; unspecified use
3628,305,Dopamine,Nondependent abuse of drugs
2626,305,Clozapine,Nondependent abuse of drugs
26746,305,Hepatitis B Vaccine,Nondependent abuse of drugs
3322,305,Diazepam,Nondependent abuse of drugs
82010,305,Dopamine Hydrochloride,Nondependent abuse of drugs
214721,305,Naloxone / Pentazocine,Nondependent abuse of drugs
82819,305,acamprosate,Nondependent abuse of drugs
6901,305,Methylphenidate,Nondependent abuse of drugs
1819,305,Buprenorphine,Nondependent abuse of drugs
152761,305,Acamprosate calcium,Nondependent abuse of drugs
7533,305,Noscapine,Nondependent abuse of drugs
7676,305,Opium,Nondependent abuse of drugs
203188,305,Methylphenidate Hydrochloride,Nondependent abuse of drugs
7806,305,Oxygen,Nondependent abuse of drugs
742,305,Amyl Nitrite,Nondependent abuse of drugs
42351,305,Lithium Carbonate,Nondependent abuse of drugs
30121,305.0,Moclobemide,Alcohol abuse
54214,305.0,OspA protein,Alcohol abuse
235355,305.0,Thiamine hydrochloride,Alcohol abuse
31447,305.0,nabilone,Alcohol abuse
203177,305.0,Hydromorphone Hydrochloride,Alcohol abuse
82819,305.0,acamprosate,Alcohol abuse
975119,305.0,turkey allergenic extract,Alcohol abuse
3423,305.0,Hydromorphone,Alcohol abuse
10524,305.0,Threonine,Alcohol abuse
10454,305.0,Thiamine,Alcohol abuse
30125,305.0,modafinil,Alcohol abuse
4337,305.0,Fentanyl,Alcohol abuse
4099,305.0,Estrogens  Conjugated (USP),Alcohol abuse
4083,305.0,Estradiol,Alcohol abuse
161,305.00,Acetaminophen,Alcohol abuse; unspecified drinking behavior
579893,305.00,Cornsilk,Alcohol abuse; unspecified drinking behavior
5920,305.00,Intrinsic factor,Alcohol abuse; unspecified drinking behavior
203177,305.00,Hydromorphone Hydrochloride,Alcohol abuse; unspecified drinking behavior
7781,305.00,Oxazepam,Alcohol abuse; unspecified drinking behavior
891611,305.00,coconut allergenic extract,Alcohol abuse; unspecified drinking behavior
11246,305.00,Vitamin A,Alcohol abuse; unspecified drinking behavior
54214,305.00,OspA protein,Alcohol abuse; unspecified drinking behavior
448,305.00,Ethanol,Alcohol abuse; unspecified drinking behavior
892547,305.00,corn allergenic extract,Alcohol abuse; unspecified drinking behavior
3423,305.00,Hydromorphone,Alcohol abuse; unspecified drinking behavior
4099,305.00,Estrogens  Conjugated (USP),Alcohol abuse; unspecified drinking behavior
4460,305.00,Flunitrazepam,Alcohol abuse; unspecified drinking behavior
899420,305.00,ginger allergenic extract,Alcohol abuse; unspecified drinking behavior
2653,305.00,Cocaine,Alcohol abuse; unspecified drinking behavior
11454,305.00,glucomannan,Alcohol abuse; unspecified drinking behavior
164,305.00,Acetate,Alcohol abuse; unspecified drinking behavior
891695,305.00,black walnut allergenic extract,Alcohol abuse; unspecified drinking behavior
659476,305.00,Green Tea Extract,Alcohol abuse; unspecified drinking behavior
152761,305.00,Acamprosate calcium,Alcohol abuse; unspecified drinking behavior
30125,305.00,modafinil,Alcohol abuse; unspecified drinking behavior
6750,305.00,Menthol,Alcohol abuse; unspecified drinking behavior
285228,305.00,Kava preparation,Alcohol abuse; unspecified drinking behavior
813859,305.00,rabbit allergenic extract,Alcohol abuse; unspecified drinking behavior
2101,305.00,Carisoprodol,Alcohol abuse; unspecified drinking behavior
975119,305.00,turkey allergenic extract,Alcohol abuse; unspecified drinking behavior
4337,305.00,Fentanyl,Alcohol abuse; unspecified drinking behavior
4083,305.00,Estradiol,Alcohol abuse; unspecified drinking behavior
82819,305.00,acamprosate,Alcohol abuse; unspecified drinking behavior
10454,305.00,Thiamine,Alcohol abuse; unspecified drinking behavior
7533,305.00,Noscapine,Alcohol abuse; unspecified drinking behavior
125921,305.00,ginger root,Alcohol abuse; unspecified drinking behavior
10524,305.00,Threonine,Alcohol abuse; unspecified drinking behavior
3554,305.00,Disulfiram,Alcohol abuse; unspecified drinking behavior
9075,305.00,Quinine Sulfate,Alcohol abuse; unspecified drinking behavior
97016,305.00,Vitamin A / Vitamin D,Alcohol abuse; unspecified drinking behavior
4850,305.00,Glucose,Alcohol abuse; unspecified drinking behavior
52105,305.00,lithium citrate,Alcohol abuse; unspecified drinking behavior
3024,305.00,Cysteine,Alcohol abuse; unspecified drinking behavior
285241,305.00,Ginger extract,Alcohol abuse; unspecified drinking behavior
283579,305.00,Milk thistle extract,Alcohol abuse; unspecified drinking behavior
30121,305.00,Moclobemide,Alcohol abuse; unspecified drinking behavior
31447,305.00,nabilone,Alcohol abuse; unspecified drinking behavior
9071,305.00,Quinine,Alcohol abuse; unspecified drinking behavior
4570,305.00,Fructose,Alcohol abuse; unspecified drinking behavior
973274,305.00,oyster allergenic extract,Alcohol abuse; unspecified drinking behavior
235355,305.00,Thiamine hydrochloride,Alcohol abuse; unspecified drinking behavior
9899,305.01,Sodium Oxybate,Alcohol abuse; continuous drinking behavior
97016,305.01,Vitamin A / Vitamin D,Alcohol abuse; continuous drinking behavior
258326,305.01,ST. JOHN'S WORT EXTRACT,Alcohol abuse; continuous drinking behavior
61381,305.01,olanzapine,Alcohol abuse; continuous drinking behavior
7244,305.01,Nandrolone,Alcohol abuse; continuous drinking behavior
6459,305.01,Liver Extract,Alcohol abuse; continuous drinking behavior
30125,305.01,modafinil,Alcohol abuse; continuous drinking behavior
51272,305.01,quetiapine,Alcohol abuse; continuous drinking behavior
52358,305.01,MAGNESIUM GLUCONATE,Alcohol abuse; continuous drinking behavior
28815,305.01,lithium orotate,Alcohol abuse; continuous drinking behavior
10382,305.01,Testosterone Propionate,Alcohol abuse; continuous drinking behavior
3554,305.01,Disulfiram,Alcohol abuse; continuous drinking behavior
152761,305.01,Acamprosate calcium,Alcohol abuse; continuous drinking behavior
38404,305.01,topiramate,Alcohol abuse; continuous drinking behavior
1292,305.01,Baclofen,Alcohol abuse; continuous drinking behavior
82819,305.01,acamprosate,Alcohol abuse; continuous drinking behavior
203173,305.01,Chlordiazepoxide Hydrochloride,Alcohol abuse; continuous drinking behavior
7393,305.01,Niacin,Alcohol abuse; continuous drinking behavior
31479,305.01,nalmefene,Alcohol abuse; continuous drinking behavior
2356,305.01,Chlordiazepoxide,Alcohol abuse; continuous drinking behavior
105069,305.01,Naltrexone hydrochloride,Alcohol abuse; continuous drinking behavior
235355,305.01,Thiamine hydrochloride,Alcohol abuse; continuous drinking behavior
1043,305.01,Apomorphine,Alcohol abuse; continuous drinking behavior
10379,305.01,Testosterone,Alcohol abuse; continuous drinking behavior
10454,305.01,Thiamine,Alcohol abuse; continuous drinking behavior
4493,305.01,Fluoxetine,Alcohol abuse; continuous drinking behavior
6904,305.01,Methyltestosterone,Alcohol abuse; continuous drinking behavior
8076,305.01,Perphenazine,Alcohol abuse; continuous drinking behavior
6448,305.01,Lithium,Alcohol abuse; continuous drinking behavior
11246,305.01,Vitamin A,Alcohol abuse; continuous drinking behavior
835827,305.01,testosterone cypionate,Alcohol abuse; continuous drinking behavior
2556,305.01,Citalopram,Alcohol abuse; continuous drinking behavior
26225,305.01,Ondansetron,Alcohol abuse; continuous drinking behavior
37859,305.01,testosterone enanthate,Alcohol abuse; continuous drinking behavior
6585,305.01,Magnesium Sulfate,Alcohol abuse; continuous drinking behavior
6130,305.01,Ketamine,Alcohol abuse; continuous drinking behavior
7243,305.01,Naltrexone,Alcohol abuse; continuous drinking behavior
611247,305.01,Fluoxetine / olanzapine,Alcohol abuse; continuous drinking behavior
7407,305.01,Nicotine,Alcohol abuse; continuous drinking behavior
8629,305.01,Prazosin,Alcohol abuse; continuous drinking behavior
7676,305.1,Opium,Tobacco use disorder
342940,305.1,Pau d'arco preparation,Tobacco use disorder
137939,305.1,silver acetate,Tobacco use disorder
1562,305.1,Bioflavonoids,Tobacco use disorder
2556,305.1,Citalopram,Tobacco use disorder
2653,305.1,Cocaine,Tobacco use disorder
1151,305.1,Ascorbic Acid,Tobacco use disorder
328134,305.1,gefitinib,Tobacco use disorder
7407,305.1,Nicotine,Tobacco use disorder
20814,305.1,Acetylcholine Chloride,Tobacco use disorder
203204,305.1,Bupropion Hydrochloride,Tobacco use disorder
42347,305.1,Bupropion,Tobacco use disorder
993548,305.1,Bupropion hydrobromide,Tobacco use disorder
82819,305.1,acamprosate,Tobacco use disorder
260101,305.1,Oseltamivir,Tobacco use disorder
852062,305.1,tobacco leaf extract,Tobacco use disorder
9863,305.1,Sodium Chloride,Tobacco use disorder
9060,305.1,Quercetin,Tobacco use disorder
266364,305.1,Bearberry preparation,Tobacco use disorder
3024,305.1,Cysteine,Tobacco use disorder
11246,305.1,Vitamin A,Tobacco use disorder
97016,305.1,Vitamin A / Vitamin D,Tobacco use disorder
891652,305.1,nutmeg allergenic extract,Tobacco use disorder
194,305.1,Acetylcholine,Tobacco use disorder
4511,305.1,Folic Acid,Tobacco use disorder
882469,305.1,Pacific halibut allergenic extract,Tobacco use disorder
7052,305.5,Morphine,Opioid abuse
2672,305.5,Codeine Phosphate,Opioid abuse
5489,305.5,Hydrocodone,Opioid abuse
142439,305.5,Hydrocodone Bitartrate,Opioid abuse
31914,305.5,tiagabine,Opioid abuse
4337,305.5,Fentanyl,Opioid abuse
6901,305.5,Methylphenidate,Opioid abuse
203188,305.5,Methylphenidate Hydrochloride,Opioid abuse
1992,305.5,Capsaicin,Opioid abuse
3423,305.5,Hydromorphone,Opioid abuse
32926,305.5,paregoric,Opioid abuse
10502,305.5,Thioridazine,Opioid abuse
596205,305.5,ramelteon,Opioid abuse
7824,305.5,Oxytocin,Opioid abuse
7814,305.5,Oxymorphone,Opioid abuse
89781,305.5,belladonna extract  USP,Opioid abuse
159821,305.5,oxycodone terephthalate,Opioid abuse
1819,305.5,Buprenorphine,Opioid abuse
1011017,305.5,poppy seed allergenic extract,Opioid abuse
82064,305.5,Oxymorphone Hydrochloride,Opioid abuse
7804,305.5,Oxycodone,Opioid abuse
7243,305.5,Naltrexone,Opioid abuse
11149,305.5,Vasopressin (USP),Opioid abuse
82806,305.5,Fosphenytoin sodium,Opioid abuse
2670,305.5,Codeine,Opioid abuse
7676,305.5,Opium,Opioid abuse
82063,305.5,Oxycodone Hydrochloride,Opioid abuse
1359,305.5,Belladonna Alkaloids,Opioid abuse
3289,305.5,Dextromethorphan,Opioid abuse
72236,305.5,fosphenytoin,Opioid abuse
6218,305.5,Lactulose,Opioid abuse
142445,305.5,Promethazine Hydrochloride,Opioid abuse
6531,305.5,lypressin,Opioid abuse
203177,305.5,Hydromorphone Hydrochloride,Opioid abuse
6130,305.5,Ketamine,Opioid abuse
8745,305.5,Promethazine,Opioid abuse
3423,305.50,Hydromorphone,Opioid abuse; unspecified use
8745,305.50,Promethazine,Opioid abuse; unspecified use
7824,305.50,Oxytocin,Opioid abuse; unspecified use
7814,305.50,Oxymorphone,Opioid abuse; unspecified use
159821,305.50,oxycodone terephthalate,Opioid abuse; unspecified use
2670,305.50,Codeine,Opioid abuse; unspecified use
4337,305.50,Fentanyl,Opioid abuse; unspecified use
89781,305.50,belladonna extract  USP,Opioid abuse; unspecified use
1011017,305.50,poppy seed allergenic extract,Opioid abuse; unspecified use
11149,305.50,Vasopressin (USP),Opioid abuse; unspecified use
5489,305.50,Hydrocodone,Opioid abuse; unspecified use
82064,305.50,Oxymorphone Hydrochloride,Opioid abuse; unspecified use
7804,305.50,Oxycodone,Opioid abuse; unspecified use
7676,305.50,Opium,Opioid abuse; unspecified use
72236,305.50,fosphenytoin,Opioid abuse; unspecified use
7243,305.50,Naltrexone,Opioid abuse; unspecified use
6130,305.50,Ketamine,Opioid abuse; unspecified use
1819,305.50,Buprenorphine,Opioid abuse; unspecified use
6901,305.50,Methylphenidate,Opioid abuse; unspecified use
32926,305.50,paregoric,Opioid abuse; unspecified use
1359,305.50,Belladonna Alkaloids,Opioid abuse; unspecified use
7052,305.50,Morphine,Opioid abuse; unspecified use
142445,305.50,Promethazine Hydrochloride,Opioid abuse; unspecified use
82806,305.50,Fosphenytoin sodium,Opioid abuse; unspecified use
2672,305.50,Codeine Phosphate,Opioid abuse; unspecified use
203188,305.50,Methylphenidate Hydrochloride,Opioid abuse; unspecified use
82063,305.50,Oxycodone Hydrochloride,Opioid abuse; unspecified use
3289,305.50,Dextromethorphan,Opioid abuse; unspecified use
31914,305.50,tiagabine,Opioid abuse; unspecified use
203177,305.50,Hydromorphone Hydrochloride,Opioid abuse; unspecified use
142439,305.50,Hydrocodone Bitartrate,Opioid abuse; unspecified use
6531,305.50,lypressin,Opioid abuse; unspecified use
10502,305.50,Thioridazine,Opioid abuse; unspecified use
596205,305.50,ramelteon,Opioid abuse; unspecified use
6218,305.50,Lactulose,Opioid abuse; unspecified use
1992,305.50,Capsaicin,Opioid abuse; unspecified use
2653,305.6,Cocaine,Cocaine abuse
6711,305.6,Melatonin,Cocaine abuse
2653,305.60,Cocaine,Cocaine abuse; unspecified use
6711,305.60,Melatonin,Cocaine abuse; unspecified use
5489,305.90,Hydrocodone,Other; mixed; or unspecified drug abuse; unspecified use
2653,305.90,Cocaine,Other; mixed; or unspecified drug abuse; unspecified use
82010,305.90,Dopamine Hydrochloride,Other; mixed; or unspecified drug abuse; unspecified use
787390,305.90,tapentadol,Other; mixed; or unspecified drug abuse; unspecified use
6901,305.90,Methylphenidate,Other; mixed; or unspecified drug abuse; unspecified use
108088,305.90,Alclometasone,Other; mixed; or unspecified drug abuse; unspecified use
26746,305.90,Hepatitis B Vaccine,Other; mixed; or unspecified drug abuse; unspecified use
203188,305.90,Methylphenidate Hydrochloride,Other; mixed; or unspecified drug abuse; unspecified use
82005,305.90,Diphenoxylate Hydrochloride,Other; mixed; or unspecified drug abuse; unspecified use
742,305.90,Amyl Nitrite,Other; mixed; or unspecified drug abuse; unspecified use
3628,305.90,Dopamine,Other; mixed; or unspecified drug abuse; unspecified use
2626,305.90,Clozapine,Other; mixed; or unspecified drug abuse; unspecified use
1191,305.90,Aspirin,Other; mixed; or unspecified drug abuse; unspecified use
8610,305.90,Povidone,Other; mixed; or unspecified drug abuse; unspecified use
152761,305.90,Acamprosate calcium,Other; mixed; or unspecified drug abuse; unspecified use
7676,305.90,Opium,Other; mixed; or unspecified drug abuse; unspecified use
6813,305.90,Methadone,Other; mixed; or unspecified drug abuse; unspecified use
4337,305.90,Fentanyl,Other; mixed; or unspecified drug abuse; unspecified use
31447,305.90,nabilone,Other; mixed; or unspecified drug abuse; unspecified use
3322,305.90,Diazepam,Other; mixed; or unspecified drug abuse; unspecified use
7806,305.90,Oxygen,Other; mixed; or unspecified drug abuse; unspecified use
1819,305.90,Buprenorphine,Other; mixed; or unspecified drug abuse; unspecified use
218337,305.90,Methadone Hydrochloride,Other; mixed; or unspecified drug abuse; unspecified use
10432,305.90,Thalidomide,Other; mixed; or unspecified drug abuse; unspecified use
203177,305.90,Hydromorphone Hydrochloride,Other; mixed; or unspecified drug abuse; unspecified use
7533,305.90,Noscapine,Other; mixed; or unspecified drug abuse; unspecified use
8175,305.90,Phenylpropanolamine,Other; mixed; or unspecified drug abuse; unspecified use
82819,305.90,acamprosate,Other; mixed; or unspecified drug abuse; unspecified use
3390,305.90,Diethylstilbestrol,Other; mixed; or unspecified drug abuse; unspecified use
1012026,305.90,veal allergenic extract,Other; mixed; or unspecified drug abuse; unspecified use
1992,305.90,Capsaicin,Other; mixed; or unspecified drug abuse; unspecified use
142439,305.90,Hydrocodone Bitartrate,Other; mixed; or unspecified drug abuse; unspecified use
3423,305.90,Hydromorphone,Other; mixed; or unspecified drug abuse; unspecified use
21183,305.90,Citric Acid,Other; mixed; or unspecified drug abuse; unspecified use
11194,305.90,Vidarabine,Other; mixed; or unspecified drug abuse; unspecified use
214721,305.90,Naloxone / Pentazocine,Other; mixed; or unspecified drug abuse; unspecified use
42351,305.90,Lithium Carbonate,Other; mixed; or unspecified drug abuse; unspecified use
3500,305.90,Diphenoxylate,Other; mixed; or unspecified drug abuse; unspecified use
2451,306.2,Choline Bitartrate,Cardiovascular malfunction arising from mental factors
2449,306.2,Choline,Cardiovascular malfunction arising from mental factors
6845,306.2,Methocarbamol,Cardiovascular malfunction arising from mental factors
20974,306.2,choline salicylate,Cardiovascular malfunction arising from mental factors
285154,306.4,Goldenseal preparation,Gastrointestinal malfunction arising from mental factors
1000104,306.51,incobotulinumtoxin A,Psychogenic vaginismus
860189,306.51,onabotulinumtoxinA,Psychogenic vaginismus
860178,306.51,rimabotulinumtoxinB,Psychogenic vaginismus
860168,306.51,abobotulinumtoxinA,Psychogenic vaginismus
81952,306.8,Amphetamine Sulfate,Other specified psychophysiological malfunction
2653,306.8,Cocaine,Other specified psychophysiological malfunction
221057,306.8,Amphetamine aspartate,Other specified psychophysiological malfunction
2598,306.8,Clonazepam,Other specified psychophysiological malfunction
725,306.8,Amphetamine,Other specified psychophysiological malfunction
725,306.9,Amphetamine,Unspecified psychophysiological malfunction
81952,306.9,Amphetamine Sulfate,Unspecified psychophysiological malfunction
722,306.9,Amoxapine,Unspecified psychophysiological malfunction
221057,306.9,Amphetamine aspartate,Unspecified psychophysiological malfunction
42781,307.1,Vitamin K 2,Anorexia nervosa
11258,307.1,Vitamin K,Anorexia nervosa
61381,307.1,olanzapine,Anorexia nervosa
90,307.1,Eicosapentaenoic Acid,Anorexia nervosa
